nombre,apellidos,nif,telefono,email,categoria,description,urgencia,fecha,direccion_persona,ubicacion_incidencia
José,Rodríguez Ruiz,73091087P,927397989,jrodriguez775@hotmail.es,Mobiliario Urbano,"Papelera en calle Caldererìa Nueva con un grande abolladura lateral, funcion poco afectada pero aspecto dañado.",1,2026-06-06T00:55:00+02:00,"Calle Obispo Hurtado 64, 2ºD, 18013 Granada","37.160620, -3.598414 - Junto a la parada de autobús"
Ramón,Sánchez Ramírez,32070613B,983654441,ramon.sanchez.ramirez@hotmail.com,Limpieza,"Derrame de gasolina en calle Recogidas esquina con calle Arzobispo. Se ve claramente la iridescencia en el asfalto, peligro de incendio potencial.",4,2026-06-06T04:14:02+02:00,"Calle Zacatín 53, 1ºD, 18011 Granada","37.178287, -3.606052 - Cerca del cruce con Calle Pedro Antonio de Alarcón"
Francisco,Jiménez Sanz,54158485V,972685841,fjimenez682@yahoo.es,Alumbrado Público,"Hay una farola con parpadeos constantes en la Avenida de Andalucía, junto a la parada de autobús. Parece que va a fundirse completamente pronto.",2,2026-06-06T06:24:23+02:00,"Calle Alcaicería 14, 1ºB, 18006 Granada","37.192647, -3.575586 - Bajo la marquesina del autobús"
Andrea,Cano Rivera,27680961R,641818570,andrea_cano21@outlook.es,Limpieza,"Bolsas de basura acumuladas hace una semana en la zona de Avenida de la Paz. Estan rotas, hay cucarachas y el olor es insoportable para los viviendas cercanas.",3,2026-06-06T06:59:57+02:00,"Calle Ángel Ganivet 67, 1ºD, 18001 Granada","37.170210, -3.580169 - Frente a la iglesia"
Andrea,Ruiz Martínez,75437017F,657328234,andrea.ruiz.martinez@yahoo.es,Limpieza,Envase de refresco aplastado y papeleta de aparcamiento en la esquina de calle Navas. Cosas sin importancia pero desorden visual.,1,2026-06-06T15:13:50+02:00,"Calle Obispo Hurtado 115, 3ºA, 18010 Granada","37.165686, -3.584059 - En la acera derecha"
Silvia,Ramos Gutiérrez,43037556W,698673371,silvia.ramos632@hotmail.com,Movilidad,"Pintura de paso de cebra en Calle Navas practicamente invisibles, los colores estan muy desvanecidos pero aun se aprecian.",1,2026-06-06T15:17:32+02:00,"Paseo de los Tristes 75, 1ºC, 18010 Granada","37.186894, -3.611690 - Junto al centro de salud"
Marta,Calvo Sánchez,20933916Y,975013904,marta_calvo83@gmail.com,Alumbrado Público,"Las farolas de la Calle Templadera tienen muy poca iluminación, casi todas. El sector está muy oscuro incluso en horario de noche avanzada.",3,2026-06-06T16:01:25+02:00,"Gran Vía de Colón 1, 2ºA, 18005 Granada","37.196204, -3.620129 - A la altura del número 4"
Vicente,Blanco Marín,15222217N,947433471,vicenteblanco931@gmail.com,Limpieza,El cubo de basura organica en calle San Anton está rebosante y atrae ratas. Necesita ser vaciado urgentemente.,2,2026-06-07T07:34:51+02:00,"Calle San Antón 104, 2ºB, 18004 Granada","37.156865, -3.600140 - Junto a la fuente"
Alberto,Ruiz Sánchez,72373368G,685805011,aruiz382@gmail.com,Otros,Botellón nocturno en Plaza Nueva con botellas rotas y basura. Jovenes creando ruidera hasta las 03:00. Ya han habido conflictos.,4,2026-06-07T08:53:59+02:00,"Calle Reyes Católicos 73, 1ºB, 18007 Granada","37.189918, -3.614058 - Junto al quiosco de prensa"
Luis,León Marín,52890815S,997141327,luis.leon.marin@outlook.es,Parques y Jardines,Árbol caido bloquea completamente la entrada secundaria del Parque de la Fuente Nueva. Se necesita retirarlo inmediatamente.,5,2026-06-07T11:16:03+02:00,"Calle Alcaicería 12, 2ºA, 18002 Granada","37.165634, -3.603333 - Junto al colegio"
Adrián,Molina Vázquez,63560412G,781297292,adrian_molina42@gmail.com,Movilidad,Bache mediano en Calle Ángel Ganivet que provoca que los autos frenen de repente para evitarlo.,2,2026-06-07T15:44:10+02:00,"Camino de Ronda 108, 5ºB, 18006 Granada","37.172653, -3.616437 - Frente al portal 74"
Manuel,Flores Torres,87510634G,919378267,manuelflores109@outlook.es,Limpieza,Vertido de disolvente industrial detras del edificio abandonado en barrio Sacromonte. El olor es muy fuerte y há llegado a la calle. Esto puede ser muy toxico.,4,2026-06-07T17:41:33+02:00,"Calle Mesones 100, 1ºC, 18008 Granada","37.159442, -3.616482 - Junto al parque infantil"
Ramón,López Gómez,55490363B,658860364,ramon_lopez98@outlook.es,Parques y Jardines,Cesped sin cortar en varias zonas del Jardín Botánico hace que se vea abandonnado y descuidado.,1,2026-06-08T03:28:02+02:00,"Calle Reyes Católicos 54, 1ºD, 18001 Granada","37.193284, -3.577915 - Junto al colegio"
José,Domínguez Alonso,51270307H,743746767,jose.dominguez547@gmail.com,Alumbrado Público,"Un cable derribado en la Calle Ángel Ganivet está en el suelo mojado, muy cerca de un charco. Hay riesgo de electrocución si alguien pasa.",5,2026-06-08T06:21:49+02:00,"Calle Severo Ochoa 28, 5ºB, 18011 Granada","37.156714, -3.581041 - En la rotonda"
Rafael,Delgado Rivera,72176851E,788771638,rafael.delgado.rivera@hotmail.es,Parques y Jardines,Banco roto en el Parque del Genil con varios listones desprendidos. No es seguro usarlo.,2,2026-06-08T12:53:10+02:00,"Calle Pedro Antonio de Alarcón 59, 5ºA, 18001 Granada","37.199915, -3.597339 - Junto a la fuente"
Dolores,Gallego Hernández,18564090P,650232835,doloresgallego633@gmail.com,Alumbrado Público,"La farola frente a la Iglesia de Santo Domingo tiene la luz muy tenue, apenas alumbra el suelo. Podria mejorarse sin urgencia.",1,2026-06-08T16:06:40+02:00,"Calle Sierpe 44, 4ºC, 18012 Granada","37.178115, -3.613275 - A la altura del número 10"
Beatriz,Delgado Medina,79002004V,613004819,beatriz_delgado55@outlook.es,Alumbrado Público,"En la Calle Navas, desde la esquina con San Jerónimo hasta mitad de la manzana, hay cuatro farolas apagadas. Los peatones van a tientas.",3,2026-06-08T18:56:10+02:00,"Calle Reyes Católicos 57, 2ºA, 18011 Granada","37.178460, -3.619548 - Frente al portal 78"
Alberto,Rubio Sanz,56489533S,625866024,alberto_rubio34@outlook.es,Mobiliario Urbano,"Banco cerca del rio Darro con pintura desconchada en un 60% de la superficie, varias astillas que pueden pinchar, mantenimiento urgente pero no critico.",2,2026-06-09T02:51:28+02:00,"Camino de Ronda 16, 1ºB, 18002 Granada","37.171307, -3.578301 - Frente al supermercado"
Antonio,Rodríguez Marín,98331349R,798268231,antoniorodriguez864@gmail.com,Limpieza,"Basura dispersa en la zona verde del Parque de las Ciencias: colillas, bolsas, restos de comida de hace varios dias sin recoger nada.",3,2026-06-09T03:31:15+02:00,"Calle Obispo Hurtado 96, Ático, 18005 Granada","37.190555, -3.618979 - En la acera derecha"
Carlos,Prieto Gutiérrez,35989968M,638895944,carlosprieto747@gmail.com,Parques y Jardines,Sistema de riego del Jardín del Triunfo no está funcionando correctamente. Las plantas del parterre central se estan secando.,3,2026-06-09T15:44:39+02:00,"Calle Gonzalo Gallas 101, 3ºC, 18015 Granada","37.169209, -3.602086 - En la acera izquierda"
Carlos,Alonso Torres,52560625J,696880490,calonso658@hotmail.com,Limpieza,Pocos papeles de compra y un chicle en acera de calle Calderería Nueva. Apenas se nota pero alguien deberia limpiar.,1,2026-06-09T16:40:56+02:00,"Calle Pedro Antonio de Alarcón 3, 5ºA, 18003 Granada","37.156620, -3.577254 - Junto al parque infantil"
Daniel,Gil Moreno,56165127R,963561992,danielgil949@gmail.com,Limpieza,"Contenedor de ropa usada lleno en calle Mesones, las prendas estan cayendo al suelo y ahora hay un desastre de textiles sucios.",2,2026-06-09T20:49:41+02:00,"Camino de Ronda 65, 1ºD, 18001 Granada","37.195904, -3.624376 - Junto a la parada de autobús"
Andrés,Vázquez Calvo,87481331A,988739881,andresvazquez153@outlook.es,Movilidad,"Semáforo apagado completamente en el cruce de Puerta Real con Reyes Católicos, una avenida principal con mucho tráfico.",4,2026-06-09T23:45:25+02:00,"Calle Neptuno 49, Bajo B, 18001 Granada","37.177890, -3.575617 - En la mediana de la avenida"
Vicente,Ruiz Álvarez,15330868B,668509979,vicenteruiz385@hotmail.es,Alumbrado Público,"Hay un cable electrico expuesto y pelado en la Avenida de la Paz, colgando a baja altura en una zona con mucho paso de gente. Es una bomba de tiempo.",5,2026-06-10T02:58:32+02:00,"Avenida de Dílar 27, 2ºD, 18007 Granada","37.182119, -3.613872 - Frente al supermercado"
Patricia,León Martínez,31507378T,727124499,patricia.leon582@gmail.com,Alumbrado Público,Una farola en la Plaza del Carmen se ha fundido completamente. Hay otra farola cercana que compensa un poco pero deberia repararse.,2,2026-06-10T07:04:48+02:00,"Calle Puentezuelas 105, 4ºB, 18002 Granada","37.162136, -3.593748 - En la esquina con Calle Doctor Olóriz"
Teresa,Cortés Medina,82015742L,997008435,teresa.cortes524@outlook.es,Parques y Jardines,Rama muy gruesa del nogal cuelga peligrosamente sobre el area de juegos infantiles del Parque Federico García Lorca.,4,2026-06-10T07:07:37+02:00,"Calle Neptuno 20, 4ºC, 18008 Granada","37.171751, -3.592943 - Junto al centro de salud"
José,Álvarez Cortés,51989091Y,680837462,jose_alvarez84@outlook.es,Alumbrado Público,Toda la Calle Virgen del Carmen desde la calle trasversal hasta el cruce principal esta totalmente a oscuras. No se puede transitar con seguridad.,4,2026-06-10T11:35:55+02:00,"Avenida de Dílar 69, 4ºB, 18001 Granada","37.186362, -3.609296 - En la rotonda"
Rocío,Medina León,12875802B,948061025,rociomedina246@gmail.com,Parques y Jardines,Árbol caído en el Jardín del Albaicín bloquea completamente el acceso peatonal. Requiere desmonte urgente por seguridad.,5,2026-06-10T12:10:17+02:00,"Calle San Antón 78, 5ºB, 18008 Granada","37.184163, -3.616919 - Cerca del cruce con Calle Gracia"
Francisco,González Ramos,66750337J,998543991,fgonzalez717@gmail.com,Alumbrado Público,"La iluminacion de la Calle San Juan de los Reyes es muy pobre, las farolas estan todas opacas o con poca intensidad. Hace falta limpiar o cambiar.",1,2026-06-10T18:14:42+02:00,"Calle Ángel Ganivet 7, 5ºA, 18015 Granada","37.190658, -3.588393 - Junto a la fuente"
Rocío,Flores Pérez,44418530X,927710911,rocio.flores99@gmail.com,Limpieza,"Bidón con residuos de pintura volcado en calle Puentezuelas, mucha mancha en el pavimento. Hay niños q juegan cerca, es MUY peligroso!!",5,2026-06-10T23:23:43+02:00,"Calle Navas 117, 4ºA, 18014 Granada","37.169953, -3.580522 - Junto al centro de salud"
Teresa,Romero Torres,34788881R,973171249,tromero394@gmail.com,Limpieza,"Bolsas rotas con desperdicios organicos acumuladas hace 5 dias en la plaza de Santo Domingo. No se puede haver nada, la plaga de moscas es increible.",3,2026-06-11T01:19:06+02:00,"Avenida de Madrid 78, 2ºB, 18004 Granada","37.170109, -3.614824 - Junto a la fuente"
Nuria,Jiménez Prieto,33529658M,699642350,nuria.jimenez290@gmail.com,Limpieza,"Envoltorio de sandwich y servilletas en la zona de bancos de la Plaza Nueva. Minimo impacto visual, cosas del día a día.",1,2026-06-11T08:17:52+02:00,"Avenida de la Constitución 46, 2ºA, 18012 Granada","37.192945, -3.583841 - En la acera izquierda"
Adrián,Domínguez Calvo,61024306Q,914785692,adriandominguez786@outlook.es,Limpieza,"Contenedores de vidrio en calle Ángel Ganivet estan todos llenos, la gente tira botellas al lado y hay mucho ruido. Situacion insostenible.",2,2026-06-11T16:55:31+02:00,"Calle Gracia 116, 5ºB, 18011 Granada","37.184739, -3.611736 - Cerca del cruce con Calle Puentezuelas"
Amparo,Ruiz Romero,97544103E,998584413,amparo.ruiz.romero@gmail.com,Mobiliario Urbano,"Marquesina de transporte urbano en calle Santa Escolastica com vidrio roto en esquina inferior, alguien podria cortarse si la toca directamente.",3,2026-06-11T19:18:53+02:00,"Paseo del Salón 115, 3ºA, 18007 Granada","37.176405, -3.593243 - Junto al quiosco de prensa"
Pedro,Moya Molina,61735638G,718293756,pedro.moya.molina@gmail.com,Movilidad,Poste indicador de parada de autobus en Calle Elvira esta inclinado pero aun se puede leer a cual linea de bus corresponde.,1,2026-06-11T22:42:15+02:00,"Calle Duquesa 102, 6ºA, 18009 Granada","37.185848, -3.591845 - Junto al parque infantil"
Rosa,Medina Ramírez,46818175L,737175957,rosamedina767@hotmail.es,Alumbrado Público,"Hay tres farolas consecutivas sin funcionar en la Avenida del Hospicio, justo en el tramo donde hay muchas personas de noche. Esto necesita solucion rápida.",3,2026-06-11T22:47:49+02:00,"Avenida de Madrid 106, 4ºB, 18006 Granada","37.191985, -3.614895 - Junto a la fuente"
Vicente,Sanz Flores,47900192R,679878423,vicentesanz192@live.com,Movilidad,Series de 4 baches pequeños consecutivos en Avenida de Madrid que hacen daño a suspensión de vehiculos.,2,2026-06-11T23:04:55+02:00,"Calle Gracia 4, 3ºA, 18015 Granada","37.174664, -3.570872 - Frente a la iglesia"
Pilar,Cano Alonso,78793977W,692435482,pilar.cano.alonso@gmail.com,Limpieza,"Papeles de chucherias y botellas de plastico en la acera de Calle Mesones, frente al colegio. Los niños pisotean la basura al salir de clase.",2,2026-06-12T00:31:58+02:00,"Calle Gracia 80, 2ºB, 18006 Granada","37.158106, -3.622352 - Junto al quiosco de prensa"
Nuria,Rivera Muñoz,15580596M,995588080,nuria_rivera11@hotmail.es,Alumbrado Público,"Un cable de alta tensión a haber caido sobre la farola en la Calle Tablas, está chisporroteando. Es muy peligroso, pueden haver heridos.",5,2026-06-12T11:46:25+02:00,"Camino de Ronda 84, 2ºB, 18007 Granada","37.156509, -3.588741 - Junto al quiosco de prensa"
Beatriz,Guerrero Calvo,98567540M,957368363,beatriz.guerrero799@live.com,Alumbrado Público,La farola número 15 en la Calle Gaona tiene un parpadeo intermitente. Sigue funcionando pero parece que va a fallar pronto.,2,2026-06-12T15:07:15+02:00,"Calle Duquesa 108, Bajo A, 18002 Granada","37.169027, -3.584444 - Junto al centro de salud"
Marta,Vázquez Ramírez,41708800W,937814944,martavazquez54@hotmail.com,Alumbrado Público,"En el Paseo de los Martires, practicamente todo el tramo está sin iluminación. Las cinco o seis farolas del sector estan todas fundidas simultaneamente.",4,2026-06-12T15:21:49+02:00,"Calle Ángel Ganivet 89, 3ºA, 18011 Granada","37.185903, -3.616853 - Al lado del contenedor de reciclaje"
Alicia,Pérez Garrido,87098276J,626134856,alicia.perez.garrido@yahoo.es,Parques y Jardines,"El cesped del Parque de los Mártires no se ha cortado en dos meses, esta todo crecido y desaliñado.",1,2026-06-13T03:41:47+02:00,"Calle Duquesa 52, Ático, 18002 Granada","37.181362, -3.589351 - Cerca del cruce con Calle Navas"
Luis,Romero Hernández,65878314N,997370909,luis.romero331@gmail.com,Limpieza,"Hay un contenedor desbordante de residuos en Plaza Nueva desde hace varios dias, atrae palomas y ratas. La suciedad se esparce por toda la plaza.",3,2026-06-13T07:07:52+02:00,"Paseo del Salón 96, Ático, 18011 Granada","37.196384, -3.616065 - Frente al supermercado"
Alicia,Ruiz Guerrero,29870219G,684158634,alicia.ruiz932@outlook.es,Parques y Jardines,Banco en el Parque del Genil tiene varios listones sueltos que se caen. Es peligroso para los usuarios.,2,2026-06-13T13:52:20+02:00,"Calle Puentezuelas 71, 2ºA, 18012 Granada","37.155887, -3.586329 - Bajo la marquesina del autobús"
Sergio,Iglesias Alonso,84473049Y,667249465,sergio.iglesias921@outlook.es,Limpieza,Bolsas negras rotas en Calle San Juan de Dios con residuos organicos en descomposición. Huele muy mal y atrae insectos.,3,2026-06-13T17:01:26+02:00,"Avenida de la Constitución 104, 2ºA, 18008 Granada","37.196742, -3.593427 - En la rotonda"
Alicia,Ramos Flores,89631686L,955415534,aliciaramos91@hotmail.com,Parques y Jardines,Riego averiado en la zona de rosales del Jardín del Triunfo. Las flores se estan perdiendo por falta de agua.,3,2026-06-14T00:30:59+02:00,"Paseo de los Tristes 105, 3ºC, 18005 Granada","37.179477, -3.623822 - Junto a la parada de autobús"
Adrián,Ramírez Delgado,18917897Y,985406853,adrianramirez464@gmail.com,Limpieza,"Envoltorios de comida rapida dispersos en la parada de autobus de Puerta Real. Solo son papeletas, nada grave.",1,2026-06-14T01:35:24+02:00,"Calle Arabial 18, 2ºA, 18013 Granada","37.199690, -3.619613 - Cerca del cruce con Paseo del Salón"
Daniel,Rodríguez Rodríguez,59835932Y,917024178,daniel.rodriguez734@live.com,Otros,"Pintadas grafiti vandalicas en puerta de local comercial cerrado. Varias capas de tags, afecta a estética pero sin peligro inmediato.",1,2026-06-14T02:23:40+02:00,"Calle Real de Cartuja 54, Bajo A, 18003 Granada","37.188696, -3.623577 - Junto al parque infantil"
Beatriz,Álvarez Martínez,12903126B,998114978,beatriz.alvarez733@gmail.com,Parques y Jardines,Rama grande del pino carrasco en el Parque de la Paz cuelga a muy baja altura sobre el camino. Hay riesgo de golpes y caida.,4,2026-06-14T20:12:43+02:00,"Plaza Bib-Rambla 38, 3ºD, 18014 Granada","37.199796, -3.621740 - Frente a la farmacia"
Inés,Martínez Ruiz,31593402G,965640181,inesmartinez603@gmail.com,Movilidad,"Semáforo en la avenida principal Camino de Ronda con luces intermitentes, no hay claridad sobre cuando cruzar.",3,2026-06-14T23:16:30+02:00,"Calle Reyes Católicos 86, 1ºB, 18013 Granada","37.198630, -3.611858 - Junto al centro de salud"
Alicia,Muñoz Muñoz,97273498N,731804281,amunoz470@gmail.com,Movilidad,"Socavón grande en Calle Reyes Católicos, muy profundo, ha destrozado una llanta de bicicleta esta mañana.",5,2026-06-15T06:36:31+02:00,"Calle Doctor Olóriz 68, 3ºA, 18007 Granada","37.187957, -3.614114 - Junto al quiosco de prensa"
Cristina,Domínguez Martínez,62347731K,975171046,cristina.dominguez589@yahoo.es,Limpieza,Vertido de aceite usado en la calle frente a un taller mecanico en Camino de Ronda. Peligro para motocicletas y ciclistas.,4,2026-06-15T10:53:30+02:00,"Calle Real de Cartuja 65, Bajo B, 18005 Granada","37.177724, -3.614767 - Al lado del contenedor de reciclaje"
Patricia,Garrido Gómez,79198045Y,616855357,patricia.garrido393@hotmail.es,Mobiliario Urbano,"Bolardo de protección en plaza Nueva arrancado dejando base de hormigón irregular y expuesta, a genearado un vacio donde muchos han tropezado.",4,2026-06-15T12:30:13+02:00,"Calle Severo Ochoa 115, 4ºC, 18012 Granada","37.182823, -3.600964 - Cerca del cruce con Calle Elvira"
